9.344723	11.282043	
19.715086	22.108246	
24.843287	26.552688	
30.313369	31.339009	
33.732170	35.441570	
37.492851	39.430172	
41.025612	41.595412	
44.672333	45.242133	
48.091134	50.142415	
51.623895	52.877456	
54.017056	55.840416	
57.663777	60.284858	
65.071179	65.640979	
67.635280	68.091120	
68.888840	69.344680	
71.794821	72.535561	
76.467182	76.980003	
84.843245	85.299085	
85.754925	86.267745	
89.287686	89.914466	
133.618139	134.358879	
137.093920	137.492780	
139.715001	140.512721	
144.558302	145.014143	
146.780523	147.236363	
149.230664	149.743484	
151.965705	152.364565	
152.592485	152.991345	
153.390205	153.846045	
160.911567	161.481367	
165.697889	166.153729	
168.205009	168.546889	
169.002730	169.629510	
171.623810	172.307571	
175.327511	175.897312	
181.538333	183.361694	
184.159414	184.672234	
185.982775	186.438615	
191.338896	191.794736	
194.871657	195.213537	
196.125218	196.467098	
217.606684	218.119504	
219.942864	220.398705	
225.298986	225.640866	
227.806107	228.318927	
229.686447	230.142287	
231.908668	232.250548	
234.529749	236.410089	
237.492710	243.589571	
